,Term,StatedMonthlyIncome,LoanOriginalAmount,BorrowerAPR
9701,36,7666.666667,8000,0.28032
9702,36,4638.0,3000,0.12302
9703,36,4166.666667,1250,0.37453
9704,36,5833.333333,4000,0.14358
9705,36,10250.0,4000,0.19236
9706,36,1000.0,5000,0.13705
9707,36,2500.0,10000,0.24758
9708,36,3333.333333,6500,0.16918
9709,36,2083.333333,4000,0.22773
9710,36,8599.916667,15000,0.19462
9711,60,6250.0,10000,0.25718
9712,36,4916.666667,13000,0.17601
9713,60,3333.333333,10000,0.19364
9714,36,0.0,4000,0.35356
9715,36,2250.0,10000,0.22741
9716,60,3500.0,7500,0.16993
9717,36,5073.333333,4000,0.2878
9718,60,2250.0,7000,0.32989
9719,36,3250.0,8500,0.27285
9720,36,5000.0,25000,0.14358
9721,36,4000.0,2550,0.25757
9722,60,11416.666667,15000,0.17685
9723,36,5000.0,12000,0.12626
9724,60,4166.666667,15000,0.21858
9725,36,4166.666667,4000,0.35356
9726,36,4333.333333,5100,0.08784
9727,60,4155.0,15000,0.26333
9728,36,2583.333333,2000,0.28444
9729,36,16666.666667,15000,0.20933
9730,60,3750.0,10000,0.23318
9731,36,3333.333333,4500,0.26681
9732,36,6000.0,8000,0.12309
9733,60,4583.333333,15000,0.1963
9734,36,2500.0,3000,0.19501
9735,36,6250.0,5000,0.09837
9736,36,2804.25,6100,0.18316
9737,36,4530.0,2000,0.32378
9738,36,4750.0,3000,0.25424
9739,36,8500.0,13000,0.16056
9740,36,2166.666667,4000,0.30532
9741,36,7583.333333,15000,0.23375
9742,60,3750.0,3500,0.28848
9743,36,5574.166667,7500,0.32576
9744,60,4166.666667,2000,0.18965
9745,36,1476.25,5000,0.09889
9746,36,4333.333333,10000,0.2951
9747,36,6283.333333,25000,0.13393
9748,60,8333.333333,16000,0.20593
9749,36,4166.666667,15000,0.21945
9750,36,4583.333333,1200,0.23511
9751,60,6816.666667,10000,0.1933
9752,36,5250.0,9000,0.18633
9753,60,2666.666667,13000,0.16499
9754,60,20416.666667,17000,0.11695
9755,36,5583.333333,10000,0.1747
9756,36,3208.333333,1650,0.29929
9757,36,11666.666667,4000,0.24771
9758,36,5416.666667,20000,0.20933
9759,60,5416.666667,3000,0.20705
9760,36,3500.0,7000,0.16361
9761,36,3750.0,6000,0.22744
9762,36,5700.0,4000,0.32436
9763,36,2166.666667,4000,0.11296
9764,36,3583.333333,6000,0.30532
9765,36,4633.25,4045,0.17722
9766,36,4416.666667,4500,0.18837
9767,60,4750.0,15000,0.13659
9768,36,4750.0,15000,0.09434
9769,36,20833.333333,8000,0.15589
9770,36,8833.333333,1000,0.09375
9771,36,2000.0,4000,0.26149
9772,36,2250.0,3200,0.11296
9773,36,5666.666667,2500,0.35797
9774,36,6916.666667,12000,0.21372
9775,60,4166.666667,10000,0.26128
9776,60,833.333333,7000,0.35838
9777,36,4087.666667,3000,0.33097
9778,36,3500.0,2800,0.33745
9779,36,3416.666667,2000,0.31032
9780,36,6666.666667,25000,0.16732
9781,36,5174.0,17000,0.13042
9782,36,7666.666667,2000,0.31053
9783,36,2500.0,1500,0.22742
9784,60,6059.5,20000,0.18852
9785,36,1666.666667,4100,0.11296
9786,36,3250.0,1500,0.38127
9787,36,3333.333333,10000,0.12626
9788,36,9166.666667,10000,0.26917
9789,36,250.0,1750,0.11746
9790,36,2083.333333,6000,0.14651
9791,60,6250.0,10000,0.25359
9792,36,3666.666667,5700,0.13799
9793,36,2500.0,2000,0.27285
9794,36,3825.0,15000,0.24563
9795,36,5416.666667,5000,0.15529
9796,36,7500.0,5000,0.12528
9797,60,4465.5,11000,0.15868
9798,36,3281.166667,9450,0.14511
9799,60,15416.666667,7500,0.15936
9800,36,5000.0,10000,0.31975
9801,36,2583.333333,1500,0.16194
9802,36,1500.0,2000,0.28032
9803,36,833.333333,3000,0.35356
9804,36,4458.083333,3500,0.29776
9805,60,16666.666667,15000,0.13248
9806,36,5666.666667,15000,0.14243
9807,36,2583.333333,2995,0.16466
9808,36,5833.333333,16000,0.19144
9809,36,3250.0,2000,0.35797
9810,60,8333.333333,15000,0.21499
9811,60,2166.666667,5000,0.20705
9812,36,0.0,3000,0.35356
9813,36,2083.333333,6500,0.23748
9814,36,4250.0,7000,0.25259
9815,60,25000.0,18000,0.15629
9816,36,5416.666667,2000,0.12528
9817,36,685.0,1500,0.37453
9818,36,6928.083333,3000,0.31002
9819,36,4475.0,6500,0.18316
9820,36,4925.0,4500,0.22812
9821,36,3083.333333,3500,0.20524
9822,36,6166.666667,12031,0.13524
9823,36,7000.0,7000,0.16147
9824,36,2000.0,1000,0.36352
9825,36,4666.666667,2961,0.35643
9826,60,4487.416667,12000,0.15783
9827,36,6250.0,7500,0.09086
9828,36,4583.333333,7500,0.34915
9829,60,2666.666667,7000,0.20808
9830,60,3333.333333,15000,0.20358
9831,36,8750.0,10000,0.2129
9832,36,0.0,1000,0.22868
9833,60,4250.0,12000,0.21858
9834,36,4166.666667,1000,0.29334
9835,36,1500.0,4000,0.20933
9836,36,3120.0,6000,0.12081
9837,36,12500.0,15000,0.21372
9838,36,5666.666667,12500,0.25013
9839,36,3416.666667,1000,0.30962
9840,12,6666.666667,3500,0.13706
9841,36,7250.0,20000,0.19859
9842,36,7666.666667,25000,0.15324
9843,36,2583.333333,5000,0.17661
9844,60,5916.666667,15000,0.14658
9845,36,2750.0,7500,0.27285
9846,36,5000.0,10000,0.13411
9847,36,4916.666667,15000,0.13068
9848,36,0.0,1000,0.18183
9849,36,4833.333333,1000,0.12541
9850,36,7083.333333,7500,0.11194
9851,36,5000.0,4000,0.34588
9852,36,4500.0,15000,0.15286
9853,36,3333.333333,4800,0.13705
9854,60,4250.0,9000,0.12614
9855,36,4833.333333,10000,0.26917
9856,36,9166.666667,6500,0.29254
9857,60,12625.0,15000,0.29371
9858,36,6833.333333,2000,0.32733
9859,36,3833.333333,3000,0.2951
9860,36,4766.666667,4000,0.20053
9861,60,4166.666667,9800,0.30008
9862,36,2916.666667,3000,0.27205
9863,36,10833.333333,4000,0.27285
9864,60,4333.333333,13500,0.17532
9865,36,2333.333333,9900,0.17677
9866,60,6873.166667,13000,0.16499
9867,60,7000.0,4000,0.31848
9868,36,5000.0,3000,0.19144
9869,36,5833.333333,10500,0.22108
9870,36,25000.0,4000,0.35797
9871,36,5416.666667,6000,0.16157
9872,60,6000.0,20000,0.18913
9873,36,4333.333333,3000,0.37453
9874,36,8416.666667,8000,0.19236
9875,36,17416.666667,5000,0.21648
9876,36,6000.0,2000,0.35797
9877,60,8666.666667,15255,0.21156
9878,60,5833.333333,10000,0.30337
9879,36,7250.0,7500,0.20868
9880,36,4723.416667,15000,0.15833
9881,36,2002.0,14000,0.28771
9882,60,8166.666667,8000,0.25102
9883,36,2000.0,2500,0.25486
9884,36,4233.333333,15000,0.09736
9885,36,7108.333333,10000,0.13271
9886,60,8333.333333,13000,0.12645
9887,36,2666.666667,7400,0.09484
9888,36,4166.666667,8000,0.26681
9889,36,5250.0,20000,0.2046
9890,36,9500.0,2000,0.08646
9891,36,5250.0,3000,0.35797
9892,36,3083.333333,5000,0.20564
9893,36,4583.333333,1500,0.16194
9894,36,2500.0,3250,0.25371
9895,36,5000.0,4000,0.35356
9896,36,1583.333333,9000,0.2203
9897,60,4727.5,4000,0.35365
9898,60,5000.0,9000,0.28899
9899,60,9583.333333,9500,0.12614
9900,60,3750.0,4000,0.27462
9901,36,6500.0,10000,0.1737
9902,36,2436.083333,7200,0.16316
9903,36,2380.0,4000,0.27767
9904,36,3583.333333,4000,0.38723
9905,36,5333.333333,17500,0.20474
9906,36,9166.666667,12000,0.10692
9907,36,1666.666667,3000,0.38058
9908,36,3166.666667,3500,0.30532
9909,36,3000.0,5000,0.17649
9910,36,2674.0,1000,0.20613
9911,36,1000.0,2000,0.30564
9912,36,15250.0,25000,0.19236
9913,36,5416.666667,6500,0.15833
9914,36,8000.0,7000,0.18986
9915,36,8333.333333,20000,0.25757
9916,36,1666.666667,3500,0.16461
9917,36,9583.333333,25000,0.20053
9918,36,7083.333333,7000,0.24563
9919,36,6583.333333,2000,0.18316
9920,36,10416.666667,15000,0.15833
9921,60,4499.333333,15000,0.26528
9922,36,8583.333333,1500,0.39153
9923,36,5333.333333,15000,0.22742
9924,36,5916.666667,5750,0.37047
9925,12,7750.0,2500,0.34105
9926,36,3750.0,2550,0.20735
9927,60,5000.0,15000,0.15271
9928,36,4166.666667,4500,0.25486
9929,36,7500.0,5350,0.0783
9930,36,3750.0,4000,0.34887
9931,36,2750.0,2000,0.33291
9932,36,4333.333333,9000,0.18275
9933,60,3421.833333,15000,0.21156
9934,60,6250.0,20000,0.18555
9935,36,6875.0,20000,0.14206
9936,36,4166.666667,2000,0.29544
9937,36,4791.666667,13000,0.21025
9938,36,4500.0,25000,0.12198
9939,36,5833.333333,15000,0.12691
9940,36,11666.666667,15000,0.22773
9941,36,2133.333333,4000,0.2542
9942,36,5416.666667,5000,0.06828
9943,36,10000.0,9500,0.15833
9944,60,3333.333333,10000,0.23462
9945,36,3391.666667,20000,0.1973
9946,36,5250.0,10100,0.24753
9947,36,1666.666667,3800,0.28524
9948,36,7809.0,25000,0.12901
9949,36,3333.333333,5300,0.16215
9950,36,5114.5,4000,0.35797
9951,36,18333.333333,7500,0.20321
9952,36,1000.0,3200,0.18518
9953,60,5166.666667,20000,0.16969
9954,36,1516.666667,1500,0.26282
9955,36,10000.0,4000,0.31032
9956,36,2666.666667,5000,0.15538
9957,60,6500.0,25000,0.13983
9958,36,2666.666667,1000,0.30339
9959,36,1750.0,1000,0.18015
9960,12,4807.5,10000,0.28918
9961,36,2332.916667,5000,0.17677
9962,36,7750.0,4000,0.33097
9963,60,3166.666667,15000,0.20358
9964,36,6391.666667,4000,0.124
9965,36,3000.0,3000,0.17359
9966,36,2608.333333,3500,0.2353
9967,36,3041.666667,15000,0.2353
9968,36,2625.0,4500,0.1269
9969,36,8700.0,2500,0.08684
9970,60,4250.0,15000,0.31375
9971,36,6416.666667,6000,0.12511
9972,36,0.083333,5970,0.16991
9973,36,5416.666667,16000,0.22135
9974,36,5833.333333,10000,0.37453
9975,36,12500.0,8000,0.15833
9976,36,1000.0,3500,0.17018
9977,36,5833.333333,14000,0.12081
9978,36,4583.333333,4000,0.25424
9979,36,6666.666667,3000,0.24502
9980,36,6250.0,5000,0.2237
9981,36,6666.666667,2500,0.37453
9982,36,8468.666667,2000,0.28488
9983,60,3000.0,8000,0.14494
9984,60,7584.666667,25000,0.14341
9985,36,1583.333333,3800,0.2129
9986,36,5000.0,15000,0.202
9987,36,466.666667,1200,0.19987
9988,60,3575.0,10000,0.16713
9989,36,2215.0,10000,0.2878
9990,36,2059.0,3500,0.15226
9991,36,6250.0,7500,0.17151
9992,36,5000.0,4000,0.35797
9993,36,5425.0,9000,0.1322
9994,36,8125.0,4000,0.31032
9995,36,8312.5,10000,0.22354
9996,36,5203.166667,1500,0.31363
9997,36,4333.333333,11500,0.14409
9998,36,3942.0,6000,0.27285
9999,36,1820.0,3500,0.20735
10000,36,6000.0,2000,0.25259
10001,36,9166.666667,2000,0.19236
10002,36,0.0,5800,0.29776
10003,36,5416.666667,11500,0.202
10004,36,3500.0,1000,0.39153
10005,60,11250.0,15000,0.28324
10006,60,3208.333333,10000,0.22283
10007,36,6500.0,25000,0.13799
10008,36,3508.25,1000,0.20674
10009,36,0.083333,16000,0.1973
10010,60,3583.333333,10000,0.15629
10011,36,7816.083333,5000,0.29776
10012,36,7166.666667,12000,0.0799
10013,36,3375.0,2600,0.29776
10014,60,6500.0,9000,0.25625
10015,36,2666.666667,2000,0.2021
10016,36,3166.666667,6500,0.20053
10017,36,7333.333333,15000,0.09333
10018,36,15.0,3000,0.32538
10019,60,41666.666667,35000,0.15783
10020,36,7075.0,8900,0.08591
10021,36,8041.666667,12000,0.24205
10022,60,3335.25,10000,0.23267
10023,36,1680.0,3000,0.2533
10024,60,3583.333333,7500,0.13942
10025,60,3062.833333,10000,0.19988
10026,60,4333.333333,15000,0.18913
10027,36,1400.0,4000,0.20217
10028,36,4750.0,15000,0.20626
10029,36,2500.0,5000,0.22744
10030,36,6333.333333,5000,0.10692
10031,36,4425.25,1000,0.08718
10032,36,7233.333333,13000,0.12016
10033,36,9379.333333,25000,0.18364
10034,36,8333.333333,7500,0.202
10035,36,4975.0,3000,0.28675
10036,36,7083.333333,15000,0.1899
10037,36,958.333333,4000,0.28851
10038,60,3250.0,4000,0.35838
10039,36,1666.666667,4000,0.0893
10040,36,6250.0,5500,0.09837
10041,36,5333.333333,3000,0.19645
10042,36,8333.333333,2300,0.08744
10043,36,4416.666667,3000,0.33097
10044,36,2916.666667,10000,0.11548
10045,36,6083.333333,5975,0.28827
10046,60,2916.666667,10000,0.20398
10047,36,3328.25,10000,0.22108
10048,60,7083.333333,15000,0.21576
10049,36,7500.0,20000,0.15833
10050,60,3500.0,8000,0.30234
10051,36,3910.333333,6500,0.24614
10052,36,3395.583333,4000,0.25781
10053,60,9166.666667,5000,0.14965
10054,36,2166.666667,4400,0.37699
10055,60,6666.666667,10000,0.23462
10056,36,1622.75,3000,0.30532
10057,36,13500.0,15700,0.13956
10058,36,2500.0,12000,0.19108
10059,60,5000.0,15000,0.14147
10060,36,13510.0,13000,0.12961
10061,36,11916.666667,10000,0.15324
10062,36,0.0,5000,0.35643
10063,36,5000.0,6000,0.08496
10064,36,2166.666667,2500,0.28974
10065,60,3489.083333,11500,0.16151
10066,36,11583.333333,15000,0.24246
10067,36,2500.0,2000,0.34577
10068,36,2333.333333,4000,0.21342
10069,36,11666.666667,15000,0.19859
10070,60,3500.0,5000,0.20808
10071,60,1700.0,4000,0.3304
10072,36,5000.0,3700,0.116
10073,36,20000.0,25000,0.17445
10074,36,9833.333333,15000,0.17322
10075,36,6083.333333,10000,0.202
10076,36,7500.0,2000,0.08325
10077,60,6666.666667,25000,0.15783
10078,36,3000.0,2050,0.29948
10079,36,2595.833333,5000,0.24246
10080,60,13250.0,8000,0.20705
10081,36,7176.416667,3000,0.27535
10082,60,13750.0,20000,0.16969
10083,36,3282.5,4800,0.30016
10084,36,8033.333333,15000,0.2951
10085,36,3750.0,10000,0.14117
10086,60,13083.333333,4000,0.35365
10087,36,14583.333333,5000,0.15713
10088,36,3333.333333,10000,0.30532
10089,36,11666.666667,3600,0.27776
10090,36,3500.0,3075,0.26867
10091,36,9041.666667,15000,0.22362
10092,36,4416.666667,3500,0.13734
10093,36,5291.666667,3500,0.11194
10094,36,3000.0,5200,0.16361
10095,60,11666.666667,15000,0.29341
10096,36,2750.0,15000,0.22362
10097,60,2666.666667,10000,0.20593
10098,36,6833.333333,25000,0.17601
10099,36,3333.333333,3600,0.1954
10100,36,6250.0,18000,0.12801
10101,60,5000.0,12500,0.16151
10102,36,2500.0,1500,0.15338
10103,36,1333.333333,6250,0.12439
10104,36,1666.666667,6000,0.33608
10105,36,6500.0,3000,0.28032
10106,60,4333.333333,25000,0.25359
10107,36,10703.583333,25000,0.19236
10108,36,3583.333333,5000,0.32446
10109,36,5000.0,2500,0.14891
10110,36,11666.666667,5000,0.2129
10111,36,2916.666667,12500,0.17754
10112,36,2916.666667,10000,0.14714
10113,36,5333.333333,12000,0.17192
10114,36,0.0,4000,0.35797
10115,60,3166.666667,10000,0.2214
10116,36,2166.666667,4000,0.17601
10117,36,3333.333333,16000,0.2626
10118,36,4801.5,8000,0.22489
10119,36,17170.916667,19000,0.11563
10120,60,4166.666667,10000,0.20398
10121,36,7125.0,3000,0.16466
10122,36,16666.666667,5000,0.12201
10123,36,3170.833333,4000,0.1019
10124,36,9000.0,15000,0.0762
10125,36,2600.0,7200,0.20268
10126,36,956.0,8000,0.27285
10127,60,3583.333333,10000,0.19323
10128,36,3916.666667,4500,0.14714
10129,60,6250.0,10000,0.20705
10130,36,3359.166667,7000,0.23748
10131,60,1314.0,4000,0.22549
10132,60,2916.666667,10000,0.18197
10133,60,2750.0,10000,0.28129
10134,36,6666.666667,10000,0.17192
10135,36,4166.666667,3000,0.35797
10136,60,10983.666667,25000,0.17061
10137,36,6583.333333,4000,0.33215
10138,60,18750.0,8000,0.22908
10139,36,3779.166667,4000,0.35797
10140,36,2333.333333,3500,0.17711
10141,36,2833.333333,3200,0.30564
10142,36,1187.5,6500,0.14709
10143,36,4000.0,3400,0.20585
10144,36,5166.666667,13062,0.18725
10145,36,5300.0,15000,0.12461
10146,60,7250.0,4000,0.28704
10147,36,7500.0,15000,0.09065
10148,12,4166.666667,2000,0.28525
10149,36,6041.666667,7000,0.12782
10150,36,3966.666667,4531,0.22489
10151,60,6916.666667,14269,0.14657
10152,36,3000.0,15000,0.20572
10153,36,15416.666667,9200,0.29776
10154,36,6250.0,15000,0.20868
10155,36,5416.666667,2000,0.20933
10156,60,2833.333333,10000,0.26877
10157,60,3985.833333,13000,0.25718
10158,60,5375.0,15000,0.14965
10159,36,10000.0,15000,0.18478
10160,36,0.0,1000,0.17297
10161,36,5625.0,12000,0.16717
10162,36,2417.583333,1150,0.30702
10163,36,5000.0,15000,0.09837
10164,36,7916.666667,4500,0.29486
10165,36,6416.666667,25000,0.21648
10166,36,8333.333333,5000,0.09688
10167,60,3083.333333,4000,0.27637
10168,36,10360.583333,17000,0.2138
10169,36,6250.0,2500,0.35643
10170,36,6387.5,10000,0.21648
10171,36,5179.5,2000,0.06726
10172,36,3125.0,8000,0.17754
10173,36,868.833333,1000,0.08718
10174,36,5166.666667,10000,0.15549
10175,36,5333.333333,10000,0.29363
10176,36,5333.333333,20000,0.12081
10177,36,4416.666667,1000,0.07658
10178,36,1666.666667,4000,0.35797
10179,36,5000.0,4000,0.30131
10180,36,3833.333333,2000,0.2092
10181,60,9397.833333,15000,0.18136
10182,36,5833.333333,1000,0.10739
10183,36,15000.0,12500,0.14348
10184,36,5916.666667,20000,0.1899
10185,36,5666.666667,20000,0.0903
10186,36,6250.0,3000,0.16215
10187,60,5666.666667,13000,0.21345
10188,36,4583.333333,2000,0.30182
10189,60,5833.333333,17000,0.15629
10190,36,4690.75,6000,0.15629
10191,36,2166.666667,4000,0.2138
10192,36,6250.0,20000,0.14709
10193,36,2916.666667,4000,0.33051
10194,36,6666.666667,2500,0.08684
10195,36,4166.666667,6500,0.33215
10196,36,1916.666667,5000,0.17322
10197,36,7083.333333,15000,0.22812
10198,36,6833.333333,5000,0.25757
10199,36,3199.583333,4000,0.35797
10200,60,5583.333333,15000,0.2968
10201,36,2000.0,3000,0.15211
10202,36,3977.75,5000,0.26543
10203,36,2916.666667,4850,0.25687
10204,60,10833.333333,10000,0.14766
10205,36,5833.333333,15000,0.21342
10206,36,3333.333333,4000,0.29882
10207,36,6500.0,4500,0.29254
10208,36,1666.666667,2000,0.29486
10209,36,2583.333333,3000,0.16516
10210,36,12500.0,10000,0.0893
10211,36,3733.333333,15000,0.19236
10212,36,8500.0,25000,0.21025
10213,36,5166.666667,2000,0.17754
10214,36,3000.0,3000,0.29676
10215,36,5750.0,4000,0.34752
10216,36,4333.333333,3000,0.31032
10217,60,5750.0,20000,0.25359
10218,60,12500.0,25000,0.17839
10219,36,16421.166667,25000,0.13504
10220,36,6458.333333,20000,0.15223
10221,60,10083.333333,25000,0.15817
10222,36,4583.333333,10000,0.22712
10223,60,3416.666667,4000,0.33935
10224,36,6083.333333,6000,0.10578
10225,12,6166.666667,3500,0.27884
10226,60,5583.333333,4000,0.35838
10227,36,6083.333333,20000,0.10038
10228,60,22916.666667,25000,0.15784
10229,36,6696.0,25000,0.11696
10230,36,3166.666667,5500,0.38723
10231,60,4666.666667,6000,0.28848
10232,60,2708.333333,4000,0.35838
10233,36,2500.0,3000,0.20524
10234,36,2666.666667,3600,0.30285
10235,36,3333.333333,4000,0.31975
10236,36,6666.666667,10500,0.19645
10237,36,6375.0,7000,0.16537
10238,60,6083.333333,20000,0.14147
10239,36,6666.666667,5000,0.13068
10240,12,2083.333333,3000,0.11893
10241,36,3700.666667,2000,0.2092
10242,36,4750.0,4000,0.30285
10243,36,1666.666667,4000,0.2533
10244,36,2083.333333,7000,0.13705
10245,36,5000.0,4000,0.34588
10246,36,4583.333333,10000,0.15833
10247,36,2916.666667,4000,0.2951
10248,36,5608.333333,1800,0.2148
10249,36,6958.333333,8000,0.12453
10250,36,6750.0,20000,0.22108
10251,36,2750.0,3000,0.12148
10252,36,2758.333333,5000,0.24246
10253,36,4000.0,10000,0.11563
10254,36,4583.333333,4000,0.30285
10255,60,7833.333333,25000,0.17174
10256,36,7000.0,9500,0.09333
10257,36,4318.25,4910,0.14709
10258,36,2416.666667,4000,0.30899
10259,36,32024.583333,19000,0.20725
10260,36,3500.0,5000,0.31053
10261,36,4166.666667,2000,0.35285
10262,36,5333.333333,13000,0.14206
10263,36,7083.333333,15000,0.25781
10264,36,4375.0,5000,0.20321
10265,36,3083.333333,3000,0.37699
10266,60,2391.666667,4000,0.35838
10267,36,7500.0,2000,0.35797
10268,36,5250.0,4000,0.17722
10269,60,6000.0,15000,0.27322
10270,36,2040.0,4000,0.35797
10271,36,6583.333333,1600,0.10336
10272,36,7500.0,18000,0.07654
10273,36,5416.666667,4000,0.35797
10274,36,4166.666667,5000,0.26292
10275,36,10833.333333,8000,0.09434
10276,36,2041.666667,4000,0.33286
10277,60,11105.333333,10000,0.27554
10278,36,2500.0,7000,0.12402
10279,36,2750.0,8500,0.17151
10280,36,0.0,2500,0.25259
10281,36,3166.666667,4000,0.27817
10282,36,8166.666667,16500,0.06828
10283,36,2500.0,15000,0.24246
10284,36,3750.0,10000,0.1709
10285,36,4166.666667,8000,0.24758
10286,36,2083.333333,1200,0.26292
10287,36,2916.666667,3500,0.37453
10288,36,3583.333333,18000,0.15375
10289,36,4166.666667,15000,0.10642
10290,36,5833.333333,3072,0.16215
10291,36,3333.333333,5000,0.31053
10292,36,8770.833333,15000,0.22466
10293,60,6250.0,9000,0.28386
10294,60,4166.666667,15000,0.18965
10295,36,12500.0,1000,0.17307
10296,60,5409.083333,6300,0.29594
10297,60,9416.666667,15000,0.21566
10298,36,3750.0,1000,0.31607
10299,36,4541.666667,7500,0.28675
10300,36,2916.666667,1000,0.36075
10301,36,4583.333333,5000,0.17601
10302,36,4333.333333,7200,0.12562
10303,36,5641.666667,20000,0.09
10304,36,15833.333333,10000,0.20053
10305,36,3500.0,6000,0.2951
10306,36,8333.333333,10000,0.08829
10307,36,8333.333333,4000,0.30131
10308,60,6000.0,15000,0.21832
10309,36,2500.0,8000,0.18726
10310,36,2083.333333,3000,0.202
10311,36,3250.0,2000,0.35643
10312,36,2583.333333,10000,0.12503
10313,36,10000.0,16631,0.17611
10314,36,8040.333333,7500,0.12613
10315,36,2866.666667,1400,0.23983
10316,36,6500.0,10000,0.15982
10317,60,3333.333333,15000,0.24302
10318,36,2360.0,1000,0.16309
10319,60,8666.666667,15000,0.17174
10320,36,5000.0,1000,0.13562
10321,36,5000.0,15000,0.10645
10322,36,2083.333333,7500,0.33097
10323,36,5166.666667,4000,0.33553
10324,36,6416.666667,5000,0.15538
10325,36,2916.666667,5000,0.15324
10326,60,1166.666667,13500,0.23718
10327,36,2333.333333,3000,0.2626
10328,36,2333.333333,2600,0.30564
10329,36,7250.0,8000,0.14218
10330,60,1166.666667,14000,0.27554
10331,36,5166.666667,7000,0.06726
10332,60,17500.0,35000,0.14453
10333,36,2916.666667,5000,0.21789
10334,36,3785.0,3100,0.29554
10335,36,5000.0,4000,0.3179
10336,36,6416.666667,3200,0.19429
10337,36,5250.0,10000,0.17611
10338,36,3500.0,4000,0.19546
10339,36,10000.0,4000,0.11563
10340,36,7083.333333,11000,0.17359
10341,36,1583.333333,2000,0.35797
10342,36,1916.666667,2000,0.20984
10343,60,2083.333333,4000,0.31848
10344,36,6666.666667,1000,0.07439
10345,36,4666.666667,8000,0.09469
10346,36,8636.333333,5000,0.30564
10347,36,8000.0,6000,0.28032
10348,60,2000.0,4000,0.23318
10349,36,3333.333333,2000,0.2972
10350,36,1916.666667,4000,0.13836
10351,36,7916.666667,2000,0.19236
10352,36,7083.333333,6500,0.20053
10353,36,6250.0,4000,0.34887
10354,36,2500.0,5000,0.1956
10355,36,10750.0,15000,0.12691
10356,36,2916.666667,5000,0.16309
10357,36,1000.0,15000,0.25259
10358,60,13083.333333,6945,0.12614
10359,36,3333.333333,10000,0.29363
10360,36,2015.0,2800,0.25757
10361,36,1333.333333,3500,0.35797
10362,36,1438.333333,2000,0.11853
10363,60,9000.0,15000,0.27322
10364,36,7083.333333,8000,0.08684
10365,36,3400.0,4500,0.09988
10366,60,7666.666667,3000,0.25625
10367,36,10083.333333,15000,0.20462
10368,36,2500.0,5000,0.11696
10369,36,4535.5,15000,0.18313
10370,60,6250.0,23000,0.14341
10371,36,2103.75,7500,0.15226
10372,36,3333.333333,3000,0.26855
10373,36,2583.333333,4000,0.15375
